Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
at_1	cds	1607725	1608666	+	BIPKFD_21795	ugpE	Diacetylchitobiose uptake system permease protein NgcG	COG:COG0395, COG:G, SO:0001217, UniRef:UniRef50_Q98GI1, UniRef:UniRef90_A0A083ZKP0
at_1	cds	1608672	1609760	+	BIPKFD_21800	malK	ABC transporter ATP-binding protein	COG:COG3839, COG:G, SO:0001217, UniRef:UniRef50_I3XA35, UniRef:UniRef90_A0A083ZKP1
at_1	cds	1609821	1610585	+	BIPKFD_21805	ycjR	AP-endonuc-2 domain-containing protein	COG:COG1082, COG:G, SO:0001217, UniRef:UniRef50_C3MDM3, UniRef:UniRef90_M8A931
at_1	cds	1610611	1611744	+	BIPKFD_21810	mviM	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase	COG:COG0673, COG:R, RefSeq:WP_082185735.1, SO:0001217, UniParc:UPI0009C46D66, UniRef:UniRef100_A0A1S7S671, UniRef:UniRef50_A0A132BV69, UniRef:UniRef90_A0A083ZKP3
at_1	cds	1611968	1612282	+	BIPKFD_21815		hypothetical protein	RefSeq:WP_082185736.1, SO:0001217, UniParc:UPI0009D31556, UniRef:UniRef100_A0A1S7S6P8, UniRef:UniRef50_A0A1S7S6P8, UniRef:UniRef90_A0A1S7S6P8
at_1	cds	1612626	1613336	+	BIPKFD_21820	queC	7-cyano-7-deazaguanine synthase	COG:COG0603, COG:J, EC:6.3.4.20, GO:0005524, GO:0008270, GO:0008616, GO:0016879, SO:0001217, UniRef:UniRef50_Q92UN9, UniRef:UniRef90_Q8UAM7
at_1	cds	1613336	1613692	+	BIPKFD_21825	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	RefSeq:WP_003500621.1, SO:0001217, UniParc:UPI0002170A51, UniRef:UniRef100_F7UG68, UniRef:UniRef50_A0A024ITY2, UniRef:UniRef90_A0A1B9TKE5
at_1	cds	1613689	1614444	+	BIPKFD_21830	queE	7-carboxy-7-deazaguanine synthase	COG:COG0602, COG:H, EC:4.3.99.3, GO:0000287, GO:0008616, GO:0016840, GO:0051539, GO:1904047, SO:0001217, UniRef:UniRef50_A9CF16, UniRef:UniRef90_A9CF16
at_1	cds	1614640	1615689	-	BIPKFD_21835	mviM	Oxidoreductase, Gfo/Idh/MocA family	COG:COG0673, COG:R, SO:0001217, UniRef:UniRef50_W6RDV4, UniRef:UniRef90_A0A083ZKP7
at_1	cds	1615696	1616481	-	BIPKFD_21840	thuA	ThuA domain-containing protein	COG:COG4813, COG:G, SO:0001217, UniRef:UniRef50_A0A6A4UC68, UniRef:UniRef90_A0A081D275
at_1	cds	1616541	1617569	-	BIPKFD_21845	malK	Maltose/maltodextrin import ATP-binding protein MalK	COG:COG3839, COG:G, SO:0001217, UniRef:UniRef50_Q9KL04, UniRef:UniRef90_A0A083ZKP9
at_1	cds	1617581	1618414	-	BIPKFD_21850	ugpE	ABC transporter, membrane spanning protein (Trehalose/maltose)	COG:COG0395, COG:G, RefSeq:WP_020011894.1, SO:0001217, UniParc:UPI00037E2861, UniRef:UniRef100_A0A357X5X1, UniRef:UniRef50_K0PYG0, UniRef:UniRef90_Q7CS75
at_1	cds	1618411	1619385	-	BIPKFD_21855	ugpA	ABC transporter, membrane spanning protein (Trehalose/maltose)	COG:COG1175, COG:G, RefSeq:WP_082185742.1, SO:0001217, UniParc:UPI0009D438E3, UniRef:UniRef100_A0A357X689, UniRef:UniRef50_A0A5K1I5K7, UniRef:UniRef90_A9CF12
at_1	cds	1619450	1620715	-	BIPKFD_21860	ugpB	ABC transporter, substrate binding protein (Trehalose/maltose)	COG:COG1653, COG:G, SO:0001217, UniRef:UniRef50_J2UXS3, UniRef:UniRef90_A9CF11
at_1	cds	1620984	1621997	+	BIPKFD_21865		LacI family transcription regulator	RefSeq:WP_035243555.1, SO:0001217, UniParc:UPI0002F42CD8, UniRef:UniRef100_F7UG76, UniRef:UniRef90_A0A0K9QD61
at_1	cds	1622172	1622369	+	BIPKFD_21870		hypothetical protein	RefSeq:WP_035243556.1, SO:0001217, UniParc:UPI00031CCF79, UniRef:UniRef100_A0A546XBE0, UniRef:UniRef50_A0A2L2LG81, UniRef:UniRef90_A0A2L2LG81
at_1	cds	1622594	1622752	+	BIPKFD_21875		hypothetical protein	
at_1	cds	1622757	1623332	-	BIPKFD_21880		Putative 3-methyladenine DNA glycosylase	SO:0001217, UniRef:UniRef50_Q8UAN8, UniRef:UniRef90_F7UG79
at_1	cds	1623430	1623813	+	BIPKFD_21885		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A178H1C2, UniRef:UniRef90_A0A178H1C2
at_1	cds	1623816	1624595	+	BIPKFD_21890	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, SO:0001217, UniRef:UniRef50_A0A6J4P7G0, UniRef:UniRef90_A0A285Y0M5
at_1	cds	1624752	1625807	+	BIPKFD_21895	yafK	Murein L,D-transpeptidase YafK	COG:COG3034, COG:M, SO:0001217, UniRef:UniRef50_A0A0N0E706, UniRef:UniRef90_A0A024IUI8
at_1	cds	1625827	1626612	+	BIPKFD_21900	erfK	YkuD domain-containing protein	COG:COG1376, COG:M, RefSeq:WP_082185746.1, SO:0001217, UniParc:UPI0009CB3E61, UniRef:UniRef100_A0A357XAN3, UniRef:UniRef50_A0A0T6XHV4, UniRef:UniRef90_H0H3D5
at_1	cds	1626723	1628543	-	BIPKFD_21905		Methyl-accepting chemotaxis protein	SO:0001217, UniRef:UniRef50_A0A2K9YYU5, UniRef:UniRef90_F7UG85
at_1	cds	1628691	1630025	-	BIPKFD_21910	bioA	Beta-alanine--pyruvate aminotransferase	COG:COG0161, COG:H, RefSeq:WP_003500656.1, SO:0001217, UniParc:UPI0002170B7A, UniRef:UniRef100_F7UG86, UniRef:UniRef50_A4G7S3, UniRef:UniRef90_A0A083ZKR1
at_1	cds	1630172	1630720	+	BIPKFD_21915	hipB	HTH-type transcriptional regulator PuuR	COG:COG1396, COG:K, RefSeq:WP_003500658.1, SO:0001217, UniParc:UPI0002170B7B, UniRef:UniRef100_A0A176X4C4, UniRef:UniRef50_A9MCK5, UniRef:UniRef90_A0A6V7A4X4
at_1	cds	1631341	1632021	+	BIPKFD_21920	wcaJ	Exopolysaccharide biosynthesis protein	COG:COG2148, COG:M, RefSeq:WP_003500662.1, SO:0001217, UniParc:UPI0002170B7D, UniRef:UniRef100_A0A024IUI5, UniRef:UniRef50_Q02731, UniRef:UniRef90_A0A1B9SWP5
at_1	cds	1632213	1633499	+	BIPKFD_21925	wza	Exopolysaccharide production protein	COG:COG1596, COG:M, RefSeq:WP_003500665.1, SO:0001217, UniParc:UPI0002170B7E, UniRef:UniRef100_F7UG90, UniRef:UniRef50_Q02728, UniRef:UniRef90_A0A1B9TKE4
at_1	cds	1633507	1634817	+	BIPKFD_21930	rfaL	O-antigen ligase family protein	COG:COG3307, COG:M, SO:0001217, UniParc:UPI0002170B7F, UniRef:UniRef100_F7UG91, UniRef:UniRef50_Q02729, UniRef:UniRef90_A0A4D7WS38
at_1	cds	1634895	1635389	-	BIPKFD_21935		hypothetical protein	RefSeq:WP_003500669.1, SO:0001217, UniParc:UPI0002170B80, UniRef:UniRef100_F7UG92, UniRef:UniRef50_A0A6M1ST64, UniRef:UniRef90_M8B8L5
at_1	cds	1635475	1636833	-	BIPKFD_21940	emrA	Membrane fusion protein (MFP) family protein	COG:COG1566, COG:V, RefSeq:WP_003500670.1, SO:0001217, UniParc:UPI0002170B81, UniRef:UniRef100_F7UG93, UniRef:UniRef50_A0A0F5LEK1, UniRef:UniRef90_A0A6V7A4W7
at_1	cds	1636842	1639043	-	BIPKFD_21945		Type I secretion system ATPase, PrtD	RefSeq:WP_003500672.1, SO:0001217, UniParc:UPI0002170B82, UniRef:UniRef100_F7UG94, UniRef:UniRef50_Q3SU17, UniRef:UniRef90_A0A083ZKR8
at_1	cds	1639122	1641140	-	BIPKFD_21950		hypothetical protein	RefSeq:WP_003500673.1, SO:0001217, UniParc:UPI0002170B83, UniRef:UniRef100_F7UG95, UniRef:UniRef50_F0LBM4, UniRef:UniRef90_A0A0L6K706
at_1	cds	1641293	1642261	-	BIPKFD_21955		Fibrinogen binding protein	RefSeq:WP_003500675.1, SO:0001217, UniParc:UPI0002170B84, UniRef:UniRef100_F7UG96, UniRef:UniRef50_B5ZVW0, UniRef:UniRef90_M8A3Y3
at_1	cds	1643171	1643941	+	BIPKFD_21960	citB	Transcriptional regulator, LuxR family	COG:COG2197, COG:TK, RefSeq:WP_035243558.1, SO:0001217, UniParc:UPI00055818BC, UniRef:UniRef100_A0A357X649, UniRef:UniRef50_A0A192T380, UniRef:UniRef90_F0LBM1
at_1	cds	1643999	1644349	-	BIPKFD_21965		hypothetical protein	RefSeq:WP_003500681.1, SO:0001217, UniParc:UPI0002170B87, UniRef:UniRef100_F7UG99, UniRef:UniRef50_F7UG99, UniRef:UniRef90_F7UG99
at_1	cds	1644745	1645767	+	BIPKFD_21970	wcaG	UDP-glucuronate decarboxylase	COG:COG0451, COG:M, RefSeq:WP_003500682.1, SO:0001217, UniParc:UPI0002170B88, UniRef:UniRef100_F7UGA0, UniRef:UniRef50_A0A2S5GRP3, UniRef:UniRef90_F7UGA0
at_1	cds	1645769	1646752	+	BIPKFD_21975	galE	UDP-glucose 4-epimerase	COG:COG1087, COG:M, RefSeq:WP_003500684.1, SO:0001217, UniParc:UPI0002170B89, UniRef:UniRef100_F7UGA1, UniRef:UniRef50_A0A439ZN35, UniRef:UniRef90_U4QG00
at_1	cds	1646749	1648677	+	BIPKFD_21980		Cellulose synthase	SO:0001217, UniRef:UniRef50_D7A472, UniRef:UniRef90_F0LBL7
at_1	cds	1648693	1649196	+	BIPKFD_21985		DUF995 domain-containing protein	RefSeq:WP_035243559.1, SO:0001217, UniParc:UPI000310770D, UniRef:UniRef100_A0A357X529, UniRef:UniRef50_U4Q222, UniRef:UniRef90_A0A4U6ANZ0
at_1	cds	1649208	1650170	+	BIPKFD_21990	manB2	GH26 domain-containing protein	COG:COG4124, COG:G, SO:0001217, UniRef:UniRef50_A0A395L6P7, UniRef:UniRef90_A0A083ZKS7
at_1	cds	1650224	1651408	-	BIPKFD_21995	yihS	Mannose-6-phosphate isomerase	COG:COG2942, COG:G, SO:0001217, UniRef:UniRef50_I3XDM4, UniRef:UniRef90_A0A1S7RAC9
at_1	cds	1651842	1652741	+	BIPKFD_22000		Cellulose biosynthesis protein BcsN	SO:0001217, UniRef:UniRef50_A0A4D7WS45, UniRef:UniRef90_F7UGA6
at_1	cds	1652824	1655013	+	BIPKFD_22005	bcsA	Cellulose synthase catalytic subunit [UDP-forming]	COG:COG1215, COG:N, RefSeq:WP_082185756.1, SO:0001217, UniParc:UPI0009E45BF5, UniRef:UniRef100_A0A1S7S6W6, UniRef:UniRef50_A0A504L1V1, UniRef:UniRef90_A0A1L9D0B1
at_1	cds	1655010	1657517	+	BIPKFD_22010		Cyclic di-GMP-binding protein	SO:0001217, UniRef:UniRef50_A0A3G2DP02, UniRef:UniRef90_A0A024ITZ9
at_1	cds	1657514	1658569	+	BIPKFD_22015		Cellulase	RefSeq:WP_003500699.1, SO:0001217, UniParc:UPI0002170B92, UniRef:UniRef100_F7UGB0, UniRef:UniRef50_Q44416, UniRef:UniRef90_A0A3G2DNR8
at_1	cds	1658560	1660911	+	BIPKFD_22020		TPR-REGION domain-containing protein	SO:0001217, UniRef:UniRef50_A0A285Y0X5, UniRef:UniRef90_A0A285Y0X5
at_1	cds	1660939	1662093	-	BIPKFD_22025		Cellulose synthesis protein	SO:0001217, UniRef:UniRef50_A0A1S7MWQ5, UniRef:UniRef90_F7UGB2
at_1	cds	1662154	1663800	-	BIPKFD_22030	bcsL	TPR-REGION domain-containing protein	COG:COG5653, COG:N, SO:0001217, UniRef:UniRef50_J0BG64, UniRef:UniRef90_A0A1S7MWM1
at_1	cds	1664035	1664769	+	BIPKFD_22035	fabG	Short-chain dehydrogenase	COG:COG1028, COG:I, SO:0001217, UniRef:UniRef50_U4Q233, UniRef:UniRef90_U4Q233
at_1	cds	1664807	1666159	+	BIPKFD_22040	bioA	Putrescine--pyruvate aminotransferase	COG:COG0161, COG:H, SO:0001217, UniRef:UniRef50_A0A418SGX4, UniRef:UniRef90_A0A083ZKT7
at_1	cds	1666206	1666643	-	BIPKFD_22045	ribN	EamA domain-containing protein	COG:COG2510, COG:H, SO:0001217, UniRef:UniRef50_B1M4Z2, UniRef:UniRef90_Q7CS40
at_1	cds	1666835	1668181	-	BIPKFD_22050	dctA	C4-dicarboxylate transport protein	COG:C, COG:COG1301, GO:0005886, GO:0006835, GO:0015293, GO:0016021, SO:0001217, UniRef:UniRef50_P31601, UniRef:UniRef90_P58734
at_1	cds	1668418	1670259	+	BIPKFD_22055		C4-dicarboxylate transport sensor protein	SO:0001217, UniRef:UniRef50_U4Q5I7, UniRef:UniRef90_U4Q5I7
at_1	cds	1670261	1671625	+	BIPKFD_22060	atoC	Two component response regulator for C4-dicarboxylate transport	COG:COG2204, COG:T, SO:0001217, UniRef:UniRef50_A0A1A7GGB2, UniRef:UniRef90_A0A3G2DNZ5
at_1	cds	1671822	1672325	-	BIPKFD_22065		Lectin-like protein BA14k	RefSeq:WP_082185763.1, SO:0001217, UniParc:UPI0009D4CCB6, UniRef:UniRef100_A0A1S7S8I5, UniRef:UniRef50_M8ANE6, UniRef:UniRef90_F7UGC2
at_1	cds	1672503	1673213	+	BIPKFD_22070	gntR	HTH-type transcriptional regulator LutR	COG:COG1802, COG:K, RefSeq:WP_082186079.1, SO:0001217, UniParc:UPI0009CC3546, UniRef:UniRef100_A0A1S7S750, UniRef:UniRef50_A0A0T6YQ58, UniRef:UniRef90_A0A6V7A4N2
at_1	cds	1673287	1674543	-	BIPKFD_22075	dadA	D-amino acid dehydrogenase	COG:COG0665, COG:E, EC:1.4.99.-, GO:0008718, GO:0055130, SO:0001217, UniRef:UniRef50_Q7NWR6, UniRef:UniRef90_P58739
at_1	cds	1674551	1675717	-	BIPKFD_22080	alr	Alanine racemase	SO:0001217, UniRef:UniRef50_Q9RAE7, UniRef:UniRef90_A0A3G2DNG2
at_1	cds	1675845	1676303	+	BIPKFD_22085	lrp	Leucine-responsive regulatory protein	COG:COG1522, COG:K, RefSeq:WP_003500727.1, SO:0001217, UniParc:UPI000200B1B3, UniRef:UniRef100_A0A546XBK3, UniRef:UniRef50_P50337, UniRef:UniRef90_A0A083ZKU6
at_1	cds	1676529	1677326	-	BIPKFD_22090	thiD	Bifunctional: hydroxy-methylpyrimidine kinase (HMP kinase) hydroxy-phosphomethylpyrimidine kinase (HMP-P kinase)	COG:COG0351, COG:H, RefSeq:WP_003500728.1, SO:0001217, UniParc:UPI0002170CBF, UniRef:UniRef100_F7UGC7, UniRef:UniRef50_A0A6B4T8L3, UniRef:UniRef90_A0A1S7MZK2
at_1	cds	1677323	1678000	-	BIPKFD_22095	thiE	Thiamine-phosphate synthase	COG:COG0352, COG:H, EC:2.5.1.3, GO:0000287, GO:0004789, GO:0009228, GO:0009229, SO:0001217, UniParc:UPI0002FE072F, UniRef:UniRef100_F7UGC8, UniRef:UniRef50_Q8UAS8, UniRef:UniRef90_Q8UAS8
at_1	cds	1677972	1678718	-	BIPKFD_22100	thiM	putative hydroxyethylthiazole kinase	COG:COG2145, COG:H, EC:2.7.1.50, GO:0004417, GO:0005524, GO:0009228, GO:0009229, GO:0046872, SO:0001217, UniRef:UniRef50_Q8UAS9, UniRef:UniRef90_Q8UAS9
at_1	cds	1678715	1679659	-	BIPKFD_22105	tauA	ABC transporter ATP-binding protein	COG:COG0715, COG:P, RefSeq:WP_164056765.1, SO:0001217, UniParc:UPI0013A782CA, UniRef:UniRef100_A0A7L5BME8, UniRef:UniRef50_P44658, UniRef:UniRef90_A0A0L6K736
at_1	cds	1679656	1680441	-	BIPKFD_22110	tauC	ABC transporter permease	COG:COG0600, COG:P, SO:0001217, UniRef:UniRef50_A0A0S2EIT9, UniRef:UniRef90_A0A2L2LG32
at_1	ncRNA-region	1680570	1680672	-			TPP riboswitch (THI element)	RFAM:RF00059, SO:0000035
at_1	cds	1680709	1682700	-	BIPKFD_22115	yicI	Alpha-glucosidase yihQ	COG:COG1501, COG:G, SO:0001217, UniRef:UniRef50_A0A1B2A8W8, UniRef:UniRef90_A0A083ZKV2
at_1	cds	1682713	1683570	-	BIPKFD_22120	ugpE	ABC transporter, membrane spanning protein (Sugar)	COG:COG0395, COG:G, RefSeq:WP_003500737.1, SO:0001217, UniParc:UPI000200B1AB, UniRef:UniRef100_A0A1V2AIG2, UniRef:UniRef50_A0A031GKR4, UniRef:UniRef90_Q7CS31
at_1	cds	1683575	1684534	-	BIPKFD_22125	ugpA	Multiple sugar transport system permease protein	COG:COG1175, COG:G, SO:0001217, UniRef:UniRef50_A0A0D0KRV1, UniRef:UniRef90_A0A2L2LG46
at_1	cds	1684662	1685897	-	BIPKFD_22130	ugpB	Multiple sugar transport system substrate-binding protein	COG:COG1653, COG:G, RefSeq:WP_003500742.1, SO:0001217, UniParc:UPI0002170CC6, UniRef:UniRef100_F7UGD5, UniRef:UniRef50_A0A1B9UZP4, UniRef:UniRef90_A0A1B9UZP4
at_1	cds	1685951	1687027	-	BIPKFD_22135	malK	Sugar ABC transporter, ATP-binding protein	COG:COG3839, COG:G, SO:0001217, UniRef:UniRef50_S5S388, UniRef:UniRef90_A0A083ZKV6
at_1	cds	1687364	1688068	-	BIPKFD_22140	mngR	HTH-type transcriptional repressor NagR	COG:COG2188, COG:K, SO:0001217, UniRef:UniRef50_Q2CC09, UniRef:UniRef90_A0A083ZKV7
at_1	cds	1688169	1689326	+	BIPKFD_22145	ssuD	Alkanesulfonate monooxygenase	COG:COG2141, COG:HR, RefSeq:WP_003500750.1, SO:0001217, UniParc:UPI0002170CCA, UniRef:UniRef100_F7UGD9, UniRef:UniRef50_A0A0M6YZJ4, UniRef:UniRef90_A0A083ZKV8
at_1	cds	1689326	1690219	+	BIPKFD_22150	ydhF	Aldo-keto reductase family 1 member C1	COG:COG4989, COG:R, RefSeq:WP_003500752.1, SO:0001217, UniParc:UPI0002170CCB, UniRef:UniRef100_F7UGE0, UniRef:UniRef50_A0A083ZKV9, UniRef:UniRef90_A0A083ZKV9
at_1	cds	1690219	1690743	+	BIPKFD_22155	rutF	Nitrilotriacetate monooxygenase	COG:C, COG:COG1853, RefSeq:WP_082185771.1, SO:0001217, UniParc:UPI0009CF9639, UniRef:UniRef100_A0A1S7S7R4, UniRef:UniRef50_A0A0K0Y482, UniRef:UniRef90_A0A0F4FSL1
at_1	cds	1690983	1694924	+	BIPKFD_22160		Autotransporter domain-containing protein	SO:0001217, UniRef:UniRef50_Q7CS23, UniRef:UniRef90_F7UGE2
at_1	cds	1694924	1695505	+	BIPKFD_22165		Invasion associated protein B	SO:0001217, UniRef:UniRef50_A0A3G2DPX0, UniRef:UniRef90_A0A1S7S8X3
at_1	cds	1695557	1698697	-	BIPKFD_22170	acrB	Multidrug resistance protein MdtC	COG:COG0841, COG:V, RefSeq:WP_003500760.1, SO:0001217, UniParc:UPI0002170CCF, UniRef:UniRef100_F7UGE4, UniRef:UniRef50_A0A1S7RIQ1, UniRef:UniRef90_A0A1S7R615
at_1	cds	1698694	1699992	-	BIPKFD_22175		HlyD family secretion protein	SO:0001217, UniRef:UniRef50_A0A083ZKW4, UniRef:UniRef90_F7UGE5
at_1	cds	1700452	1701648	-	BIPKFD_22180	wza	Exopolysaccharide export protein	COG:COG1596, COG:M, SO:0001217, UniRef:UniRef50_A0A376AIR8, UniRef:UniRef90_Q7CS19
at_1	cds	1702057	1703181	-	BIPKFD_22185	rfaB	D-inositol-3-phosphate glycosyltransferase	COG:COG0438, COG:M, SO:0001217, UniRef:UniRef50_A0A1X1PFZ3, UniRef:UniRef90_A0A083ZKW6
at_1	cds	1703703	1705229	+	BIPKFD_22190	ddpA	Glutathione-binding protein gsiB	COG:COG0747, COG:E, SO:0001217, UniRef:UniRef50_A0A0S2EWG7, UniRef:UniRef90_A0A083ZKW7
at_1	cds	1705594	1706502	+	BIPKFD_22195	dppB	Peptide ABC transporter	COG:COG0601, COG:EP, RefSeq:WP_003500771.1, SO:0001217, UniParc:UPI000216FAC6, UniRef:UniRef100_F7UGF1, UniRef:UniRef50_A3K7D6, UniRef:UniRef90_A0A081MJA5
at_1	cds	1706502	1707377	+	BIPKFD_22200	dppC	Peptide ABC transporter permease	COG:COG1173, COG:EP, RefSeq:WP_003500772.1, SO:0001217, UniParc:UPI000200B008, UniRef:UniRef100_F7UGF2, UniRef:UniRef50_L0NB52, UniRef:UniRef90_A0A095V587
at_1	cds	1707379	1708602	+	BIPKFD_22205		Deacetylase Atu3266	COG:COG3964, COG:R, EC:3.1.1.-, GO:0016810, GO:0019213, GO:0046872, SO:0001217, UniRef:UniRef50_Q7CS13, UniRef:UniRef90_Q7CS13
at_1	cds	1708691	1709185	+	BIPKFD_22210	ridA	YjgF-endoribonc domain-containing protein	COG:COG0251, COG:V, SO:0001217, UniRef:UniRef50_A0A142ELV3, UniRef:UniRef90_Q7CS12
at_1	cds	1709192	1710028	-	BIPKFD_22215	iclR	IclR family transcriptional regulator	COG:COG1414, COG:K, RefSeq:WP_003500775.1, SO:0001217, UniParc:UPI000216FAC9, UniRef:UniRef100_F7UGF5, UniRef:UniRef50_A0A2S8RX10, UniRef:UniRef90_A0A176X5Z9
at_1	cds	1710118	1711314	+	BIPKFD_22220	selA	D-glucosaminate-6-phosphate ammonia lyase	COG:COG1921, COG:J, SO:0001217, UniRef:UniRef50_A0A083ZKX3, UniRef:UniRef90_A0A083ZKX3
at_1	cds	1711419	1713254	+	BIPKFD_22225	gsiA	Glutathione import ATP-binding protein GsiA	COG:COG1123, COG:O, RefSeq:WP_003500784.1, SO:0001217, UniParc:UPI000216FACB, UniRef:UniRef100_F7UGF7, UniRef:UniRef50_A0A1B3NP65, UniRef:UniRef90_A0A083ZKX4
at_1	cds	1713261	1713890	-	BIPKFD_22230		Disulfide-bond oxidoreductase YfcG	SO:0001217, UniRef:UniRef50_A0A1S7RV33, UniRef:UniRef90_A0A1S7S8D2
at_1	cds	1713892	1714257	-	BIPKFD_22235		DNA-binding transcriptional regulator, ArsR family	RefSeq:WP_003500789.1, SO:0001217, UniParc:UPI000216FACD, UniRef:UniRef100_A0A1B9SZR9, UniRef:UniRef50_A0A285Y092, UniRef:UniRef90_A0A285Y092
at_1	cds	1714469	1715320	+	BIPKFD_22240		Aliphatic sulfonate ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_W6WA92, UniRef:UniRef90_M8AFL3
at_1	cds	1715317	1716444	+	BIPKFD_22245	ssuD	Alkanesulfonate monooxygenase	SO:0001217, UniRef:UniRef50_A0A2M9W606, UniRef:UniRef90_U4QCI5
at_1	cds	1716476	1718308	+	BIPKFD_22250		TRAP transporter, DctM subunit	SO:0001217, UniRef:UniRef50_L0NMW7, UniRef:UniRef90_A0A1S7MWR8
at_1	cds	1718325	1719323	+	BIPKFD_22255	dctP	C4-dicarboxylate-binding periplasmic protein	COG:COG1638, COG:G, SO:0001217, UniRef:UniRef50_A0A068SN08, UniRef:UniRef90_F0LBB0
at_1	cds	1719400	1720650	-	BIPKFD_22260		Metallochaperone AztD	SO:0001217, UniRef:UniRef50_A0A4R2V0W5, UniRef:UniRef90_A0A7H0J8S8
at_1	cds	1721002	1722513	-	BIPKFD_22265	adhE	NADP-dependent fatty aldehyde dehydrogenase	COG:COG1012, COG:I, SO:0001217, UniRef:UniRef50_A3SL91, UniRef:UniRef90_U4Q2B0
at_1	cds	1722705	1723112	+	BIPKFD_22270		hypothetical protein	SO:0001217, UniRef:UniRef50_Q7CS05, UniRef:UniRef90_F7UGG8
at_1	cds	1723140	1724348	-	BIPKFD_22275	uxuA1	Mannonate dehydratase 1	COG:COG1312, COG:G, EC:4.2.1.8, GO:0006064, GO:0008927, SO:0001217, UniParc:UPI000E84B369, UniRef:UniRef100_A0A357X2A0, UniRef:UniRef50_Q8UAW0, UniRef:UniRef90_Q8UAW0
at_1	cds	1724365	1725411	-	BIPKFD_22280	tdh	L-idonate 5-dehydrogenase, NAD-binding	COG:COG1063, COG:ER, SO:0001217, UniRef:UniRef50_Q5LQR4, UniRef:UniRef90_A0A1S7MYD5
at_1	cds	1725482	1726888	-	BIPKFD_22285		DctM domain-containing protein	RefSeq:WP_003500812.1, SO:0001217, UniParc:UPI000216FAD9, UniRef:UniRef100_F7UGH1, UniRef:UniRef50_K6YWJ1, UniRef:UniRef90_A0A376AKN0
at_1	cds	1726893	1727468	-	BIPKFD_22290		ABC transporter permease	RefSeq:WP_035243572.1, SO:0001217, UniParc:UPI0002F9120E, UniRef:UniRef100_UPI0002F9120E, UniRef:UniRef50_A0A376AJH4, UniRef:UniRef90_A0A0D8KE79
at_1	cds	1727542	1728516	-	BIPKFD_22295		ABC transporter, substrate binding protein	RefSeq:WP_003500816.1, SO:0001217, UniParc:UPI000216FADB, UniRef:UniRef100_F7UGH3, UniRef:UniRef50_A0A5C4N7M3, UniRef:UniRef90_F7UGH3
at_1	cds	1728578	1729294	-	BIPKFD_22300	fadR	GntR family transcriptional regulator	COG:COG2186, COG:K, RefSeq:WP_082185793.1, SO:0001217, UniParc:UPI0009CAD251, UniRef:UniRef100_A0A1S7S8E4, UniRef:UniRef50_A0A1L5P6P6, UniRef:UniRef90_A0A3G2DNK4
at_1	cds	1729645	1730325	-	BIPKFD_22305		Sugar phosphatase YfbT	RefSeq:WP_082185794.1, SO:0001217, UniParc:UPI0009D0FC1C, UniRef:UniRef100_A0A1S7S812, UniRef:UniRef50_I3X1G4, UniRef:UniRef90_A0A1S7S812
at_1	cds	1730739	1731470	+	BIPKFD_22310	minC	putative septum site-determining protein MinC	COG:COG0850, COG:D, GO:0000902, GO:0000917, GO:0051302, GO:1901891, RefSeq:WP_003500825.1, SO:0001217, UniParc:UPI000216FADF, UniRef:UniRef100_F7UGH7, UniRef:UniRef50_Q8UAW8, UniRef:UniRef90_Q8UAW8
at_1	cds	1731508	1732323	+	BIPKFD_22315	minD	Cell division inhibitor MinD	COG:COG2894, COG:D, RefSeq:WP_003500827.1, SO:0001217, UniParc:UPI000216FAE0, UniRef:UniRef100_F7UGH8, UniRef:UniRef50_Q8K9L7, UniRef:UniRef90_A0A024IU70
at_1	cds	1732320	1732580	+	BIPKFD_22320	minE	Cell division topological specificity factor	COG:COG0851, COG:D, GO:0007049, GO:0032955, GO:0051301, RefSeq:WP_003500829.1, SO:0001217, UniParc:UPI000216FAE1, UniRef:UniRef100_A0A024ITK0, UniRef:UniRef50_A6X376, UniRef:UniRef90_Q8UAX0
at_1	cds	1732624	1733526	-	BIPKFD_22325		Amino acid ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A024ISX3, UniRef:UniRef90_A0A357X8F1
at_1	cds	1733601	1734494	-	BIPKFD_22330	hisJ	Glutamate/aspartate transport system substrate-binding protein	COG:COG0834, COG:ET, SO:0001217, UniParc:UPI000E912ABE, UniRef:UniRef100_A0A357X8S3, UniRef:UniRef50_A0A083ZKZ0, UniRef:UniRef90_A0A3G2DPP1
at_1	cds	1734524	1736842	-	BIPKFD_22335		Putative transmembrane hybrid diguanylate cyclase/phosphodiesterase	COG:COG5001, COG:T, SO:0001217, UniRef:UniRef50_A0A1S7MX50, UniRef:UniRef90_A0A1S7RJ65
at_1	cds	1737187	1738545	+	BIPKFD_22340		Indole-3-acetamide hydrolase	SO:0001217, UniRef:UniRef50_A0A021XAG5, UniRef:UniRef90_A0A3G2DNB2
