,strain,treatment,cosm,name,contig,start,end,length
2376,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,881,882,1
2377,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,939,940,1
2378,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,961,962,1
2379,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,1292,1293,1
2380,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,1364,1365,1
2381,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,1372,1373,1
2382,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,1403,1404,1
2383,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,1520,1521,1
2384,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,1634,1635,1
2385,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,1727,1728,1
2386,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,1734,1735,1
2387,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,2001,2002,1
2388,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,2056,2058,2
2389,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,2083,2084,1
2390,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,2356,2357,1
2391,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,2543,2544,1
2392,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,2646,2648,2
2393,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,2685,2686,1
2394,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,2768,2769,1
2395,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,3161,3162,1
2396,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,3294,3295,1
2397,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,3349,3350,1
2398,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,3373,3374,1
2399,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,3392,3394,2
2400,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,3464,3465,1
2401,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,3836,3837,1
2402,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,3883,3886,3
2403,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,4015,4016,1
2404,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,4042,4043,1
2405,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,4081,4082,1
2406,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,4222,4223,1
2407,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,4430,4431,1
2408,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,4451,4452,1
2409,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,4533,4534,1
2410,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,4948,4949,1
2411,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,5120,5121,1
2412,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,5204,5205,1
2413,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,5244,5245,1
2414,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,5284,5285,1
2415,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,5554,5555,1
2416,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,5560,5561,1
2417,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,7078,7081,3
2418,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,1840463,1840464,1
2419,Ochrobactrum anthropi,4,1,Oa41.1,tig00000003_polypolish,2878148,2879873,1725
2420,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,0,13,13
2421,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,20677,20678,1
2422,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,21077,21078,1
2423,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,21124,21125,1
2424,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,22191,22192,1
2425,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,22355,22356,1
2426,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,22371,22372,1
2427,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,22381,22382,1
2428,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,22450,22451,1
2429,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,22509,22510,1
2430,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,22596,22597,1
2431,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,22743,22744,1
2432,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,23103,23105,2
2433,Ochrobactrum anthropi,4,1,Oa41.1,tig00000004_polypolish,23328,23548,220
2434,Ochrobactrum anthropi,4,1,Oa41.1,tig00000005_polypolish,0,454,454
2435,Ochrobactrum anthropi,4,1,Oa41.1,tig00000005_polypolish,923,924,1
2436,Ochrobactrum anthropi,4,1,Oa41.1,tig00000005_polypolish,1715,1716,1
2437,Ochrobactrum anthropi,4,1,Oa41.1,tig00000005_polypolish,58079,58099,20
2438,Ochrobactrum anthropi,4,1,Oa41.2,tig00000002_polypolish,1,636,635
2439,Ochrobactrum anthropi,4,1,Oa41.2,tig00000002_polypolish,651,652,1
2440,Ochrobactrum anthropi,4,1,Oa41.2,tig00000002_polypolish,2287097,2287098,1
2441,Ochrobactrum anthropi,4,1,Oa41.2,tig00000002_polypolish,2287295,2288364,1069
2442,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,0,1648,1648
2443,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,1917,1919,2
2444,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,2380,2381,1
2445,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,2447,2448,1
2446,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,2732,2733,1
2447,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,2826,2828,2
2448,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,3040,3041,1
2449,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,3116,3117,1
2450,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,3130,3131,1
2451,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,3161,3162,1
2452,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,3553,3554,1
2453,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,3559,3560,1
2454,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,3807,3808,1
2455,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,3864,3865,1
2456,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,4013,4014,1
2457,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,4296,4297,1
2458,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,4493,4494,1
2459,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,4589,4590,1
2460,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,4650,4654,4
2461,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,4655,4656,1
2462,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,4810,4811,1
2463,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,4844,4845,1
2464,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,1904586,1904587,1
2465,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,2876044,2876045,1
2466,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,2876105,2876106,1
2467,Ochrobactrum anthropi,4,1,Oa41.2,tig00000003_polypolish,2876118,2879873,3755
2468,Ochrobactrum anthropi,4,1,Oa41.2,tig00000004_polypolish,0,10,10
2469,Ochrobactrum anthropi,4,1,Oa41.2,tig00000004_polypolish,22460,22461,1
2470,Ochrobactrum anthropi,4,1,Oa41.2,tig00000004_polypolish,22631,22632,1
2471,Ochrobactrum anthropi,4,1,Oa41.2,tig00000004_polypolish,22844,22845,1
2472,Ochrobactrum anthropi,4,1,Oa41.2,tig00000004_polypolish,22942,22943,1
2473,Ochrobactrum anthropi,4,1,Oa41.2,tig00000004_polypolish,23256,23257,1
2474,Ochrobactrum anthropi,4,1,Oa41.2,tig00000004_polypolish,23265,23548,283
2475,Ochrobactrum anthropi,4,1,Oa41.2,tig00000005_polypolish,0,2983,2983
2476,Ochrobactrum anthropi,4,1,Oa41.2,tig00000005_polypolish,3061,3062,1
2477,Ochrobactrum anthropi,4,1,Oa41.2,tig00000005_polypolish,3181,3182,1
2478,Ochrobactrum anthropi,4,1,Oa41.2,tig00000005_polypolish,3358,3359,1
2479,Ochrobactrum anthropi,4,1,Oa41.2,tig00000005_polypolish,3386,3387,1
2480,Ochrobactrum anthropi,4,1,Oa41.2,tig00000005_polypolish,3505,3506,1
2481,Ochrobactrum anthropi,4,1,Oa41.2,tig00000005_polypolish,3883,3884,1
2482,Ochrobactrum anthropi,4,1,Oa41.2,tig00000005_polypolish,3935,3936,1
2483,Ochrobactrum anthropi,4,1,Oa41.2,tig00000005_polypolish,3952,3953,1
2484,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,1,1912,1911
2485,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,2181,2182,1
2486,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,2250,2251,1
2487,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,2549,2550,1
2488,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,2282749,2282750,1
2489,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,2283366,2283367,1
2490,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,2284599,2284600,1
2491,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,2285092,2285093,1
2492,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,2286170,2286171,1
2493,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,2286189,2286190,1
2494,Ochrobactrum anthropi,4,2,Oa42.1,tig00000002_polypolish,2286280,2288364,2084
2495,Ochrobactrum anthropi,4,2,Oa42.1,tig00000003_polypolish,0,5548,5548
2496,Ochrobactrum anthropi,4,2,Oa42.1,tig00000003_polypolish,2877836,2877837,1
2497,Ochrobactrum anthropi,4,2,Oa42.1,tig00000003_polypolish,2878794,2879873,1079
2498,Ochrobactrum anthropi,4,2,Oa42.1,tig00000004_polypolish,0,2210,2210
2499,Ochrobactrum anthropi,4,2,Oa42.1,tig00000004_polypolish,22906,22907,1
2500,Ochrobactrum anthropi,4,2,Oa42.1,tig00000004_polypolish,22916,23548,632
2501,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,0,263,263
2502,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,268,269,1
2503,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,586,587,1
2504,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,781,782,1
2505,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,911,912,1
2506,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,1765,1766,1
2507,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,1926,1927,1
2508,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,2130,2131,1
2509,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,2156,2157,1
2510,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,3279,3280,1
2511,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,3688,3689,1
2512,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,4049,4050,1
2513,Ochrobactrum anthropi,4,2,Oa42.1,tig00000005_polypolish,58060,58099,39
2514,Ochrobactrum anthropi,4,3,Oa43.1,tig00000002_polypolish,1,3252,3251
2515,Ochrobactrum anthropi,4,3,Oa43.1,tig00000002_polypolish,2286658,2286659,1
2516,Ochrobactrum anthropi,4,3,Oa43.1,tig00000002_polypolish,2286693,2286694,1
2517,Ochrobactrum anthropi,4,3,Oa43.1,tig00000002_polypolish,2287008,2287009,1
2518,Ochrobactrum anthropi,4,3,Oa43.1,tig00000002_polypolish,2287022,2287026,4
2519,Ochrobactrum anthropi,4,3,Oa43.1,tig00000002_polypolish,2288038,2288364,326
2520,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,0,2206,2206
2521,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,2320,2321,1
2522,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,2554,2555,1
2523,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,2905,2907,2
2524,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,2951,2953,2
2525,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,3012,3013,1
2526,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,3034,3035,1
2527,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,3373,3374,1
2528,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,3670,3671,1
2529,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,3720,3721,1
2530,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,3957,3958,1
2531,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,3998,3999,1
2532,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,4323,4324,1
2533,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,5084,5085,1
2534,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,5221,5222,1
2535,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,5311,5312,1
2536,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,2877454,2877455,1
2537,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,2878578,2878579,1
2538,Ochrobactrum anthropi,4,3,Oa43.1,tig00000003_polypolish,2878999,2879873,874
2539,Ochrobactrum anthropi,4,3,Oa43.1,tig00000004_polypolish,0,50,50
2540,Ochrobactrum anthropi,4,3,Oa43.1,tig00000004_polypolish,1478,1479,1
2541,Ochrobactrum anthropi,4,3,Oa43.1,tig00000004_polypolish,20548,20549,1
2542,Ochrobactrum anthropi,4,3,Oa43.1,tig00000004_polypolish,20677,20678,1
2543,Ochrobactrum anthropi,4,3,Oa43.1,tig00000004_polypolish,20763,20764,1
2544,Ochrobactrum anthropi,4,3,Oa43.1,tig00000004_polypolish,20989,23548,2559
2545,Ochrobactrum anthropi,4,3,Oa43.1,tig00000005_polypolish,0,1247,1247
2546,Ochrobactrum anthropi,4,3,Oa43.1,tig00000005_polypolish,1257,1258,1
2547,Ochrobactrum anthropi,4,3,Oa43.1,tig00000005_polypolish,1537,1538,1
2548,Ochrobactrum anthropi,4,3,Oa43.1,tig00000005_polypolish,1746,1747,1
2549,Ochrobactrum anthropi,4,3,Oa43.1,tig00000005_polypolish,58079,58099,20
2550,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,1,1023,1022
2551,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,1138,1140,2
2552,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,1392,1393,1
2553,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2282202,2282203,1
2554,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2282358,2282359,1
2555,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2282433,2282434,1
2556,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2282749,2282750,1
2557,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2282896,2282897,1
2558,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2283018,2283019,1
2559,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2283102,2285462,2360
2560,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2285512,2285514,2
2561,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2285534,2285535,1
2562,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2285541,2285542,1
2563,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2285767,2285768,1
2564,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2285780,2285782,2
2565,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2285824,2285825,1
2566,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2285843,2285844,1
2567,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2285877,2285878,1
2568,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2285959,2285961,2
2569,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2285966,2285967,1
2570,Ochrobactrum anthropi,4,4,Oa44.1,tig00000002_polypolish,2286121,2288364,2243
2571,Ochrobactrum anthropi,4,4,Oa44.1,tig00000003_polypolish,0,232,232
2572,Ochrobactrum anthropi,4,4,Oa44.1,tig00000003_polypolish,491,492,1
2573,Ochrobactrum anthropi,4,4,Oa44.1,tig00000003_polypolish,609,611,2
2574,Ochrobactrum anthropi,4,4,Oa44.1,tig00000003_polypolish,2050807,2050808,1
2575,Ochrobactrum anthropi,4,4,Oa44.1,tig00000003_polypolish,2879422,2879423,1
2576,Ochrobactrum anthropi,4,4,Oa44.1,tig00000003_polypolish,2879729,2879873,144
2577,Ochrobactrum anthropi,4,4,Oa44.1,tig00000004_polypolish,0,9,9
2578,Ochrobactrum anthropi,4,4,Oa44.1,tig00000004_polypolish,22630,22631,1
2579,Ochrobactrum anthropi,4,4,Oa44.1,tig00000004_polypolish,22743,22744,1
2580,Ochrobactrum anthropi,4,4,Oa44.1,tig00000004_polypolish,22780,22781,1
2581,Ochrobactrum anthropi,4,4,Oa44.1,tig00000004_polypolish,22865,22866,1
2582,Ochrobactrum anthropi,4,4,Oa44.1,tig00000004_polypolish,22912,22913,1
2583,Ochrobactrum anthropi,4,4,Oa44.1,tig00000004_polypolish,23251,23548,297
2584,Ochrobactrum anthropi,4,4,Oa44.1,tig00000005_polypolish,0,2968,2968
2585,Ochrobactrum anthropi,4,4,Oa44.1,tig00000005_polypolish,3406,3407,1
2586,Ochrobactrum anthropi,4,4,Oa44.1,tig00000005_polypolish,3588,3589,1
2587,Ochrobactrum anthropi,4,4,Oa44.1,tig00000005_polypolish,3596,3597,1
2588,Ochrobactrum anthropi,4,4,Oa44.1,tig00000005_polypolish,57041,57042,1
2589,Ochrobactrum anthropi,4,4,Oa44.7,tig00000002_polypolish,1,2112,2111
2590,Ochrobactrum anthropi,4,4,Oa44.7,tig00000002_polypolish,2123,2124,1
2591,Ochrobactrum anthropi,4,4,Oa44.7,tig00000002_polypolish,3668,3669,1
2592,Ochrobactrum anthropi,4,4,Oa44.7,tig00000002_polypolish,2287874,2288364,490
2593,Ochrobactrum anthropi,4,4,Oa44.7,tig00000003_polypolish,0,5548,5548
2594,Ochrobactrum anthropi,4,4,Oa44.7,tig00000003_polypolish,2878152,2878153,1
2595,Ochrobactrum anthropi,4,4,Oa44.7,tig00000003_polypolish,2878256,2878257,1
2596,Ochrobactrum anthropi,4,4,Oa44.7,tig00000003_polypolish,2878541,2878542,1
2597,Ochrobactrum anthropi,4,4,Oa44.7,tig00000003_polypolish,2878893,2878894,1
2598,Ochrobactrum anthropi,4,4,Oa44.7,tig00000003_polypolish,2879047,2879049,2
2599,Ochrobactrum anthropi,4,4,Oa44.7,tig00000003_polypolish,2879081,2879082,1
2600,Ochrobactrum anthropi,4,4,Oa44.7,tig00000003_polypolish,2879110,2879873,763
2601,Ochrobactrum anthropi,4,4,Oa44.7,tig00000004_polypolish,0,10,10
2602,Ochrobactrum anthropi,4,4,Oa44.7,tig00000004_polypolish,22360,22361,1
2603,Ochrobactrum anthropi,4,4,Oa44.7,tig00000004_polypolish,22398,23548,1150
2604,Ochrobactrum anthropi,4,4,Oa44.7,tig00000005_polypolish,0,613,613
2605,Ochrobactrum anthropi,4,5,Oa45.1,tig00000002_polypolish,1,106,105
2606,Ochrobactrum anthropi,4,5,Oa45.1,tig00000002_polypolish,506,507,1
2607,Ochrobactrum anthropi,4,5,Oa45.1,tig00000002_polypolish,597,598,1
2608,Ochrobactrum anthropi,4,5,Oa45.1,tig00000002_polypolish,2287798,2287799,1
2609,Ochrobactrum anthropi,4,5,Oa45.1,tig00000002_polypolish,2287803,2287804,1
2610,Ochrobactrum anthropi,4,5,Oa45.1,tig00000002_polypolish,2287824,2287825,1
2611,Ochrobactrum anthropi,4,5,Oa45.1,tig00000002_polypolish,2287903,2288364,461
2612,Ochrobactrum anthropi,4,5,Oa45.1,tig00000003_polypolish,0,5,5
2613,Ochrobactrum anthropi,4,5,Oa45.1,tig00000003_polypolish,287,288,1
2614,Ochrobactrum anthropi,4,5,Oa45.1,tig00000003_polypolish,2879598,2879599,1
2615,Ochrobactrum anthropi,4,5,Oa45.1,tig00000003_polypolish,2879628,2879873,245
2616,Ochrobactrum anthropi,4,5,Oa45.1,tig00000004_polypolish,0,9,9
2617,Ochrobactrum anthropi,4,5,Oa45.1,tig00000004_polypolish,21760,21761,1
2618,Ochrobactrum anthropi,4,5,Oa45.1,tig00000004_polypolish,22362,22363,1
2619,Ochrobactrum anthropi,4,5,Oa45.1,tig00000004_polypolish,22437,22438,1
2620,Ochrobactrum anthropi,4,5,Oa45.1,tig00000004_polypolish,22597,22598,1
2621,Ochrobactrum anthropi,4,5,Oa45.1,tig00000004_polypolish,22743,22744,1
2622,Ochrobactrum anthropi,4,5,Oa45.1,tig00000004_polypolish,22789,22790,1
2623,Ochrobactrum anthropi,4,5,Oa45.1,tig00000004_polypolish,22804,23548,744
2624,Ochrobactrum anthropi,4,5,Oa45.1,tig00000005_polypolish,0,434,434
2625,Ochrobactrum anthropi,4,5,Oa45.1,tig00000005_polypolish,536,537,1
2626,Ochrobactrum anthropi,4,5,Oa45.1,tig00000005_polypolish,641,642,1
2627,Ochrobactrum anthropi,4,5,Oa45.1,tig00000005_polypolish,748,749,1
2628,Ochrobactrum anthropi,4,5,Oa45.1,tig00000005_polypolish,1110,1111,1
2629,Ochrobactrum anthropi,4,5,Oa45.1,tig00000005_polypolish,1640,1641,1
2630,Ochrobactrum anthropi,4,5,Oa45.1,tig00000005_polypolish,1848,1849,1
2631,Ochrobactrum anthropi,4,5,Oa45.1,tig00000005_polypolish,2129,2130,1
2632,Ochrobactrum anthropi,4,5,Oa45.1,tig00000005_polypolish,58075,58077,2
2633,Ochrobactrum anthropi,4,5,Oa45.1,tig00000005_polypolish,58085,58099,14
2634,Ochrobactrum anthropi,4,5,Oa45.2,tig00000002_polypolish,1,2124,2123
2635,Ochrobactrum anthropi,4,5,Oa45.2,tig00000002_polypolish,2284957,2284958,1
2636,Ochrobactrum anthropi,4,5,Oa45.2,tig00000002_polypolish,2285689,2285690,1
2637,Ochrobactrum anthropi,4,5,Oa45.2,tig00000002_polypolish,2285813,2285815,2
2638,Ochrobactrum anthropi,4,5,Oa45.2,tig00000002_polypolish,2286163,2288364,2201
2639,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,0,333,333
2640,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,370,372,2
2641,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,503,504,1
2642,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,906,907,1
2643,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,927,928,1
2644,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,970,971,1
2645,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,1016,1017,1
2646,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,1422,1423,1
2647,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,1546,1547,1
2648,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,1590,1591,1
2649,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,1789,1790,1
2650,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,2134,2135,1
2651,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,2405,2406,1
2652,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,2878681,2878682,1
2653,Ochrobactrum anthropi,4,5,Oa45.2,tig00000003_polypolish,2879404,2879873,469
